,식품명,energy,protein,calcium,phosphorus,iron,niacin,folate,vitaC,thiamin,riboflavin
300,리얼불고기(오리지널 L),420,14,0,0,0,0,0,0,0,0
301,리얼불고기(오리지널 M),280,13,0,0,0,0,0,0,0,0
302,리얼불고기(나폴리L),334,16,0,0,0,0,0,0,0,0
303,리얼불고기(나폴리M),430,23,0,0,0,0,0,0,0,0
304,리얼불고기(씬 L),365,20,0,0,0,0,0,0,0,0
305,리얼불고기(씬 M),396,22,0,0,0,0,0,0,0,0
306,리얼불고기(슈퍼시드 함유 도우L),313,15,0,0,0,0,0,0,0,0
307,리얼불고기(슈퍼시드 함유 도우M),292,14,0,0,0,0,0,0,0,0
308,리얼불고기 더블치즈엣지(오리지널 L),344,17,0,0,0,0,0,0,0,0
309,리얼불고기 더블치즈엣지(오리지널 M),350,18,0,0,0,0,0,0,0,0
310,문어밤 슈림프(오리지널 L),428,21,0,0,0,0,0,0,0,0
311,문어밤 슈림프(오리지널 M),280,15,0,0,0,0,0,0,0,0
312,문어밤 슈림프(나폴리L),323,18,0,0,0,0,0,0,0,0
313,문어밤 슈림프(나폴리M),430,22,0,0,0,0,0,0,0,0
314,문어밤 슈림프(씬 L),254,15,0,0,0,0,0,0,0,0
315,문어밤 슈림프(씬 M),389,20,0,0,0,0,0,0,0,0
316,문어밤 슈림프(슈퍼시드 함유 도우L),333,19,0,0,0,0,0,0,0,0
317,문어밤 슈림프(슈퍼시드 함유 도우M),280,16,0,0,0,0,0,0,0,0
318,문어밤 슈림프 더블치즈엣지(오리지널 L),322,17,0,0,0,0,0,0,0,0
319,문어밤 슈림프 더블치즈엣지(오리지널 M),347,18,0,0,0,0,0,0,0,0
320,베스트 콰트로(오리지널 L),460,25,0,0,0,0,0,0,0,0
321,베스트 콰트로(오리지널 M),312,13,0,0,0,0,0,0,0,0
322,베스트 콰트로(나폴리L),387,18,0,0,0,0,0,0,0,0
323,베스트 콰트로(나폴리M),259,12,0,0,0,0,0,0,0,0
324,베스트 콰트로(씬 L),306,15,0,0,0,0,0,0,0,0
325,베스트 콰트로(씬 M),457,19,0,0,0,0,0,0,0,0
326,베스트 콰트로(슈퍼시드 함유 도우L),274,12,0,0,0,0,0,0,0,0
327,베스트 콰트로(슈퍼시드 함유 도우M),322,13,0,0,0,0,0,0,0,0
328,베스트 콰트로 더블치즈엣지(오리지널 L),393,17,0,0,0,0,0,0,0,0
329,베스트 콰트로 더블치즈엣지(오리지널 M),384,19,0,0,0,0,0,0,0,0
330,베이컨체더치즈(오리지널 L),455,23,0,0,0,0,0,0,0,0
331,베이컨체더치즈(오리지널 M),311,14,0,0,0,0,0,0,0,0
332,베이컨체더치즈(나폴리L),356,18,0,0,0,0,0,0,0,0
333,베이컨체더치즈(나폴리M),465,24,0,0,0,0,0,0,0,0
334,베이컨체더치즈(씬 L),382,21,0,0,0,0,0,0,0,0
335,베이컨체더치즈(씬 M),437,22,0,0,0,0,0,0,0,0
336,베이컨체더치즈(슈퍼시드 함유 도우L),377,19,0,0,0,0,0,0,0,0
337,베이컨체더치즈(슈퍼시드 함유 도우M),307,14,0,0,0,0,0,0,0,0
338,베이컨체더치즈 더블치즈엣지(오리지널 L),355,17,0,0,0,0,0,0,0,0
339,베이컨체더치즈 더블치즈엣지(오리지널 M),364,18,0,0,0,0,0,0,0,0
340,불고기(오리지널 L),436,21,0,0,0,0,0,0,0,0
341,불고기(오리지널 M),291,15,0,0,0,0,0,0,0,0
342,불고기(나폴리L),319,16,0,0,0,0,0,0,0,0
343,불고기(나폴리M),421,2,0,0,0,0,0,0,0,0
344,불고기(씬 L),250,14,0,0,0,0,0,0,0,0
345,불고기(씬 M),394,22,0,0,0,0,0,0,0,0
346,불고기(슈퍼시드 함유 도우L),312,18,0,0,0,0,0,0,0,0
347,불고기(슈퍼시드 함유 도우M),301,15,0,0,0,0,0,0,0,0
348,불고기 더블치즈엣지(오리지널 L),342,16,0,0,0,0,0,0,0,0
349,불고기 더블치즈엣지(오리지널 M),350,18,0,0,0,0,0,0,0,0
350,블랙앵거스 스테이크(오리지널 L),405,21,0,0,0,0,0,0,0,0
351,블랙앵거스 스테이크(오리지널 M),307,14,0,0,0,0,0,0,0,0
352,블랙앵거스 스테이크(나폴리L),383,17,0,0,0,0,0,0,0,0
353,블랙앵거스 스테이크(나폴리M),248,12,0,0,0,0,0,0,0,0
354,블랙앵거스 스테이크(씬 L),296,14,0,0,0,0,0,0,0,0
355,블랙앵거스 스테이크(씬 M),459,20,0,0,0,0,0,0,0,0
356,블랙앵거스 스테이크(슈퍼시드 함유 도우L),266,12,0,0,0,0,0,0,0,0
357,블랙앵거스 스테이크(슈퍼시드 함유 도우M),301,14,0,0,0,0,0,0,0,0
358,블랙앵거스 스테이크 더블치즈엣지(오리지널 L),369,17,0,0,0,0,0,0,0,0
359,블랙앵거스 스테이크 더블치즈엣지(오리지널 M),388,19,0,0,0,0,0,0,0,0
360,블랙타이거 슈림프(오리지널 L),488,23,0,0,0,0,0,0,0,0
361,블랙타이거 슈림프(오리지널 M),288,13,0,0,0,0,0,0,0,0
362,블랙타이거 슈림프(나폴리M),453,20,0,0,0,0,0,0,0,0
363,블랙타이거 슈림프(나폴리L),358,18,0,0,0,0,0,0,0,0
364,블랙타이거 슈림프(씬 M),431,20,0,0,0,0,0,0,0,0
365,블랙타이거 슈림프(씬 L),308,14,0,0,0,0,0,0,0,0
366,블랙타이거 슈림프(슈퍼시드 함유 도우L),403,18,0,0,0,0,0,0,0,0
367,블랙타이거 슈림프 더블치즈엣지(오리지널 L),290,13,0,0,0,0,0,0,0,0
368,블랙타이거슈림프(슈퍼시드 함유 도우M),363,18,0,0,0,0,0,0,0,0
369,블랙타이거슈림프 더블치즈엣지(오리지널 M),468,21,0,0,0,0,0,0,0,0
370,슈퍼디럭스(오리지널 L),625,32,0,0,0,0,0,0,0,0
371,슈퍼디럭스(오리지널 M),307,17,0,0,0,0,0,0,0,0
372,슈퍼디럭스(나폴리L),386,19,0,0,0,0,0,0,0,0
373,슈퍼디럭스(나폴리M),251,12,0,0,0,0,0,0,0,0
374,슈퍼디럭스(씬 L),282,15,0,0,0,0,0,0,0,0
375,슈퍼디럭스(씬 M),450,24,0,0,0,0,0,0,0,0
376,슈퍼디럭스(슈퍼시드 함유 도우L),393,20,0,0,0,0,0,0,0,0
377,슈퍼디럭스(슈퍼시드 함유 도우M),332,14,0,0,0,0,0,0,0,0
378,슈퍼디럭스 더블치즈엣지(오리지널 L),373,16,0,0,0,0,0,0,0,0
379,슈퍼디럭스 더블치즈엣지(오리지널 M),359,19,0,0,0,0,0,0,0,0
380,슈퍼슈프림(오리지널 L),452,24,0,0,0,0,0,0,0,0
381,슈퍼슈프림(오리지널 M),321,17,0,0,0,0,0,0,0,0
382,슈퍼슈프림(나폴리L),366,20,0,0,0,0,0,0,0,0
383,슈퍼슈프림(나폴리M),246,14,0,0,0,0,0,0,0,0
384,슈퍼슈프림(씬 L),291,16,0,0,0,0,0,0,0,0
385,슈퍼슈프림(씬 M),236,13,0,0,0,0,0,0,0,0
386,슈퍼슈프림(슈퍼시드 함유 도우L),251,15,0,0,0,0,0,0,0,0
387,슈퍼슈프림(슈퍼시드 함유 도우M),335,15,0,0,0,0,0,0,0,0
388,슈퍼슈프림 더블치즈엣지(오리지널 L),385,19,0,0,0,0,0,0,0,0
389,슈퍼슈프림 더블치즈엣지(오리지널 M),374,21,0,0,0,0,0,0,0,0
390,와규 앤 비스테카(오리지널 L),433,24,0,0,0,0,0,0,0,0
391,와규 앤 비스테카(오리지널 M),305,14,0,0,0,0,0,0,0,0
392,와규 앤 비스테카(나폴리L),377,16,0,0,0,0,0,0,0,0
393,와규 앤 비스테카(나폴리M),247,16,0,0,0,0,0,0,0,0
394,와규 앤 비스테카(씬 L),306,18,0,0,0,0,0,0,0,0
395,와규 앤 비스테카(씬 M),477,23,0,0,0,0,0,0,0,0
396,와규 앤 비스테카(슈퍼시드 함유 도우L),262,12,0,0,0,0,0,0,0,0
397,와규 앤 비스테카(슈퍼시드 함유 도우M),306,13,0,0,0,0,0,0,0,0
398,와규 앤 비스테카 더블치즈엣지(오리지널 L),354,16,0,0,0,0,0,0,0,0
399,와규 앤 비스테카 더블치즈엣지(오리지널 M),388,19,0,0,0,0,0,0,0,0
400,우리 고구마(오리지널 L),484,25,0,0,0,0,0,0,0,0
401,우리 고구마(오리지널 M),321,13,0,0,0,0,0,0,0,0
402,우리 고구마(나폴리L),372,15,0,0,0,0,0,0,0,0
403,우리 고구마(나폴리M),273,11,0,0,0,0,0,0,0,0
404,우리 고구마(씬 L),311,12,0,0,0,0,0,0,0,0
405,우리 고구마(씬 M),482,19,0,0,0,0,0,0,0,0
406,우리 고구마(슈퍼시드 함유 도우L),277,10,0,0,0,0,0,0,0,0
407,우리 고구마(슈퍼시드 함유 도우M),338,13,0,0,0,0,0,0,0,0
408,우리 고구마 더블치즈엣지(오리지널 L),399,15,0,0,0,0,0,0,0,0
409,우리 고구마 더블치즈엣지(오리지널 M),399,18,0,0,0,0,0,0,0,0
410,직화 스테이크(오리지널 L),482,22,0,0,0,0,0,0,0,0
411,직화 스테이크(오리지널 M),304,14,0,0,0,0,0,0,0,0
412,직화 스테이크(나폴리L),370,20,0,0,0,0,0,0,0,0
413,직화 스테이크(나폴리M),240,12,0,0,0,0,0,0,0,0
414,직화 스테이크(씬 L),314,16,0,0,0,0,0,0,0,0
415,직화 스테이크(씬 M),444,20,0,0,0,0,0,0,0,0
416,직화 스테이크(슈퍼시드 함유 도우L),308,14,0,0,0,0,0,0,0,0
417,직화 스테이크(슈퍼시드 함유 도우M),308,14,0,0,0,0,0,0,0,0
418,직화 스테이크 더블치즈엣지(오리지널 M),406,18,0,0,0,0,0,0,0,0
419,직화 스테이크 더블치즈엣지(오리지널 L),480,24,0,0,0,0,0,0,0,0
420,치즈(오리지널 L),364,20,0,0,0,0,0,0,0,0
421,치즈(오리지널 M),466,24,0,0,0,0,0,0,0,0
422,치즈(나폴리L),285,15,0,0,0,0,0,0,0,0
423,치즈(나폴리M),352,19,0,0,0,0,0,0,0,0
424,치즈(씬 L),305,18,0,0,0,0,0,0,0,0
425,치즈(씬 M),314,17,0,0,0,0,0,0,0,0
426,치즈(슈퍼시드 함유 도우L),374,20,0,0,0,0,0,0,0,0
427,치즈(슈퍼시드 함유 도우M),491,24,0,0,0,0,0,0,0,0
428,치즈 더블치즈엣지(오리지널 L),292,14,0,0,0,0,0,0,0,0
429,치즈가든(오리지널 L),601,29,0,0,0,0,0,0,0,0
430,치즈가든(오리지널 M),250,10,0,0,0,0,0,0,0,0
431,치즈가든(나폴리L),287,14,0,0,0,0,0,0,0,0
432,치즈가든(나폴리M),363,16,0,0,0,0,0,0,0,0
433,치즈가든(씬 L),209,9,0,0,0,0,0,0,0,0
434,치즈가든(씬 M),303,12,0,0,0,0,0,0,0,0
435,치즈가든(슈퍼시드 함유 도우L),249,10,0,0,0,0,0,0,0,0
436,치즈가든(슈퍼시드 함유 도우M),245,11,0,0,0,0,0,0,0,0
437,치즈가든 더블치즈엣지(오리지널 L),296,11,0,0,0,0,0,0,0,0
438,치즈가든 더블치즈엣지(오리지널 M),316,15,0,0,0,0,0,0,0,0
439,치즈피자 더블치즈엣지(오리지널 M),380,19,0,0,0,0,0,0,0,0
440,페퍼로니(오리지널 L),397,20,0,0,0,0,0,0,0,0
441,페퍼로니(오리지널 M),271,14,0,0,0,0,0,0,0,0
442,페퍼로니(나폴리L),327,16,0,0,0,0,0,0,0,0
443,페퍼로니(나폴리M),426,24,0,0,0,0,0,0,0,0
444,페퍼로니(씬 L),384,20,0,0,0,0,0,0,0,0
445,페퍼로니(씬 M),386,22,0,0,0,0,0,0,0,0
446,페퍼로니(슈퍼시드 함유 도우L),336,18,0,0,0,0,0,0,0,0
447,페퍼로니(슈퍼시드 함유 도우M),283,14,0,0,0,0,0,0,0,0
448,페퍼로니 더블치즈엣지(오리지널 L),341,16,0,0,0,0,0,0,0,0
449,페퍼로니 더블치즈엣지(오리지널 M),341,16,0,0,0,0,0,0,0,0
450,포테이토(오리지널 L),403,20,0,0,0,0,0,0,0,0
451,포테이토(오리지널 M),322,15,0,0,0,0,0,0,0,0
452,포테이토(나폴리L),352,16,0,0,0,0,0,0,0,0
453,포테이토(나폴리M),260,15,0,0,0,0,0,0,0,0
454,포테이토(씬 L),292,16,0,0,0,0,0,0,0,0
455,포테이토(씬 M),224,12,0,0,0,0,0,0,0,0
456,포테이토(슈퍼시드 함유 도우L),243,12,0,0,0,0,0,0,0,0
457,포테이토(슈퍼시드 함유 도우M),317,15,0,0,0,0,0,0,0,0
458,포테이토 더블치즈엣지(오리지널 L),350,16,0,0,0,0,0,0,0,0
459,포테이토 더블치즈엣지(오리지널 M),362,18,0,0,0,0,0,0,0,0
460,핫치킨(오리지널 L),422,21,0,0,0,0,0,0,0,0
461,핫치킨(오리지널 M),287,13,0,0,0,0,0,0,0,0
462,핫치킨(나폴리L),346,15,0,0,0,0,0,0,0,0
463,핫치킨(나폴리M),466,22,0,0,0,0,0,0,0,0
464,핫치킨(씬 L),274,14,0,0,0,0,0,0,0,0
465,핫치킨(씬 M),410,20,0,0,0,0,0,0,0,0
466,핫치킨(슈퍼시드 함유 도우L),323,15,0,0,0,0,0,0,0,0
467,핫치킨(슈퍼시드 함유 도우M),297,13,0,0,0,0,0,0,0,0
468,핫치킨 더블치즈엣지(오리지널 L),361,16,0,0,0,0,0,0,0,0
469,핫치킨 더블치즈엣지(오리지널 M),356,18,0,0,0,0,0,0,0,0
470,먹물 오징어링,441,22,0,0,0,0,0,0,0,0
471,슈퍼곡물 치킨(10조각),650,17,0,0,0,0,0,0,0,0
472,옥수수 버터구이(6개),481,36,0,0,0,0,0,0,0,0
473,치킨퐁듀 그라탕,370,36,0,0,0,0,0,0,0,0
474,퀴노아 치킨 샐러드,827,32,0,0,0,0,0,0,0,0
475,트러플 리조또,121,8,0,0,0,0,0,0,0,0
476,포테이토 순살치킨(3조각),650,17,0,0,0,0,0,0,0,0
477,프레시 코울슬로,729,42,0,0,0,0,0,0,0,0
478,프레시 콘샐러드,133,1,0,0,0,0,0,0,0,0
479,프렌치 라따뚜이,135,2,0,0,0,0,0,0,0,0
480,하프&하프 스파게티 (NEW 치즈 & 화이트 크림),382,20,0,0,0,0,0,0,0,0
481,화이트 크림 스파게티,705,28,0,0,0,0,0,0,0,0
482,NEW 치즈 볼로네즈 스파게티,851,29,0,0,0,0,0,0,0,0
483,티본스테이크&쉬림프(클래식)M,433,22,0,0,0,0,0,0,0,0
484,티본스테이크&쉬림프(클래식)L,226,11,0,0,0,0,0,0,0,0
485,티본스테이크&쉬림프(크런치)M,292,13,0,0,0,0,0,0,0,0
486,티본스테이크&쉬림프(크런치)L,292,13,0,0,0,0,0,0,0,0
487,티본스테이크&쉬림프(리치골드)M,286,14,0,0,0,0,0,0,0,0
488,티본스테이크&쉬림프(리치골드)L,274,13,0,0,0,0,0,0,0,0
489,티본스테이크&쉬림프(치즈크러스트)M,260,14,0,0,0,0,0,0,0,0
490,티본스테이크&쉬림프(치즈크러스트)L,254,13,0,0,0,0,0,0,0,0
491,더블치즈 티본스테이크(클래식)M,466,23,0,0,0,0,0,0,0,0
492,더블치즈 티본스테이크(클래식)L,471,22,0,0,0,0,0,0,0,0
493,더블치즈 티본스테이크(크런치)M,284,13,0,0,0,0,0,0,0,0
494,더블치즈 티본스테이크(크런치)L,285,13,0,0,0,0,0,0,0,0
495,더블치즈 티본스테이크(리치골드)M,282,14,0,0,0,0,0,0,0,0
496,더블치즈 티본스테이크(리치골드)L,267,13,0,0,0,0,0,0,0,0
497,더블치즈 티본스테이크(치즈크러스트)M,257,14,0,0,0,0,0,0,0,0
498,더블치즈 티본스테이크(치즈크러스트)L,248,13,0,0,0,0,0,0,0,0
499,쉬림프올인(클래식)M,392,23,0,0,0,0,0,0,0,0
500,쉬림프올인(클래식)L,207,12,0,0,0,0,0,0,0,0
501,쉬림프올인(크런치)M,274,12,0,0,0,0,0,0,0,0
502,쉬림프올인(크런치)L,290,13,0,0,0,0,0,0,0,0
503,쉬림프올인(리치골드)M,274,14,0,0,0,0,0,0,0,0
504,쉬림프올인(리치골드)L,270,13,0,0,0,0,0,0,0,0
505,쉬림프올인(치즈크러스트)M,247,13,0,0,0,0,0,0,0,0
506,쉬림프올인(치즈크러스트)L,249,13,0,0,0,0,0,0,0,0
507,갈릭버터쉬림프(클래식)M,440,21,0,0,0,0,0,0,0,0
508,갈릭버터쉬림프(클래식)L,233,11,0,0,0,0,0,0,0,0
509,갈릭버터쉬림프(크런치)M,294,13,0,0,0,0,0,0,0,0
510,갈릭버터쉬림프(크런치)L,312,14,0,0,0,0,0,0,0,0
511,갈릭버터쉬림프(리치골드)M,294,15,0,0,0,0,0,0,0,0
512,갈릭버터쉬림프(리치골드)L,293,15,0,0,0,0,0,0,0,0
513,갈릭버터쉬림프(치즈크러스트)M,266,14,0,0,0,0,0,0,0,0
514,갈릭버터쉬림프(치즈크러스트)L,271,14,0,0,0,0,0,0,0,0
515,토핑킹(크런치)M,297,13,0,0,0,0,0,0,0,0
516,토핑킹(크런치)L,310,14,0,0,0,0,0,0,0,0
517,토핑킹(리치골드)M,297,16,0,0,0,0,0,0,0,0
518,토핑킹(리치골드)L,291,15,0,0,0,0,0,0,0,0
519,토핑킹(치즈크러스트)M,270,14,0,0,0,0,0,0,0,0
520,토핑킹(치즈크러스트)L,269,14,0,0,0,0,0,0,0,0
521,치즈킹(크런치)M,322,15,0,0,0,0,0,0,0,0
522,치즈킹(크런치)L,331,15,0,0,0,0,0,0,0,0
523,치즈킹(리치골드)M,322,17,0,0,0,0,0,0,0,0
524,치즈킹(리치골드)L,311,17,0,0,0,0,0,0,0,0
525,치즈킹(치즈크러스트)M,295,16,0,0,0,0,0,0,0,0
526,치즈킹(치즈크러스트)L,290,16,0,0,0,0,0,0,0,0
527,큐브스테이크(크런치)M,304,12,0,0,0,0,0,0,0,0
528,큐브스테이크(크런치)L,321,13,0,0,0,0,0,0,0,0
529,큐브스테이크(리치골드)M,304,15,0,0,0,0,0,0,0,0
530,큐브스테이크(리치골드)L,301,14,0,0,0,0,0,0,0,0
531,큐브스테이크(치즈크러스트)M,276,14,0,0,0,0,0,0,0,0
532,큐브스테이크(치즈크러스트)L,280,13,0,0,0,0,0,0,0,0
533,갈릭마블 스테이크(크런치)M,284,12,0,0,0,0,0,0,0,0
534,갈릭마블 스테이크(크런치)L,300,13,0,0,0,0,0,0,0,0
535,갈릭마블 스테이크(리치골드)M,284,13,0,0,0,0,0,0,0,0
536,갈릭마블 스테이크(리치골드)L,300,14,0,0,0,0,0,0,0,0
537,갈릭마블 스테이크(치즈크러스트)M,257,13,0,0,0,0,0,0,0,0
538,갈릭마블 스테이크(치즈크러스트)L,259,13,0,0,0,0,0,0,0,0
539,쉬림프&스테이크 올인(크런치)M,278,12,0,0,0,0,0,0,0,0
540,쉬림프&스테이크 올인(크런치)L,294,13,0,0,0,0,0,0,0,0
541,쉬림프&스테이크 올인(리치골드)M,292,14,0,0,0,0,0,0,0,0
542,쉬림프&스테이크 올인(리치골드)L,290,14,0,0,0,0,0,0,0,0
543,쉬림프&스테이크 올인(치즈크러스트)M,250,13,0,0,0,0,0,0,0,0
544,쉬림프&스테이크 올인(치즈크러스트)L,253,13,0,0,0,0,0,0,0,0
545,직화불고기(크런치)M,296,13,0,0,0,0,0,0,0,0
546,직화불고기(크런치)L,308,13,0,0,0,0,0,0,0,0
547,직화불고기(리치골드)M,296,15,0,0,0,0,0,0,0,0
548,직화불고기(리치골드)L,289,14,0,0,0,0,0,0,0,0
549,직화불고기(치즈크러스트)M,536,28,0,0,0,0,0,0,0,0
550,직화불고기(치즈크러스트)L,535,26,0,0,0,0,0,0,0,0
551,수퍼슈프림(크런치)M,285,12,0,0,0,0,0,0,0,0
552,수퍼슈프림(크런치)L,309,13,0,0,0,0,0,0,0,0
553,수퍼슈프림(리치골드)M,283,14,0,0,0,0,0,0,0,0
554,수퍼슈프림(리치골드)L,289,15,0,0,0,0,0,0,0,0
555,수퍼슈프림(치즈크러스트)M,256,13,0,0,0,0,0,0,0,0
556,수퍼슈프림(치즈크러스트)L,267,14,0,0,0,0,0,0,0,0
557,베이컨포테이토(크런치)M,313,12,0,0,0,0,0,0,0,0
558,베이컨포테이토(크런치)L,333,13,0,0,0,0,0,0,0,0
559,베이컨포테이토(리치골드)M,311,14,0,0,0,0,0,0,0,0
560,베이컨포테이토(리치골드)L,313,14,0,0,0,0,0,0,0,0
561,베이컨포테이토(치즈크러스트)M,284,13,0,0,0,0,0,0,0,0
562,베이컨포테이토(치즈크러스트)L,291,13,0,0,0,0,0,0,0,0
563,직화불고기L,445,21,0,0,0,0,0,0,0,0
564,페페로니M,339,15,0,0,0,0,0,0,0,0
565,페페로니L,404,18,0,0,0,0,0,0,0,0
566,수퍼슈프림L,445,22,0,0,0,0,0,0,0,0
567,치즈M,346,17,0,0,0,0,0,0,0,0
568,치즈L,411,20,0,0,0,0,0,0,0,0
569,콘샐러드,100,2,0,0,0,0,0,0,0,0
570,코울슬로,87,1,0,0,0,0,0,0,0,0
571,크림치킨파스타,633,24,0,0,0,0,0,0,0,0
572,상하이쉬림프파스타,498,22,0,0,0,0,0,0,0,0
573,팝콘치킨,416,21,0,0,0,0,0,0,0,0
574,치즈볼,413,21,0,0,0,0,0,0,0,0
575,오리지날 윙 4조각,270,27,0,0,0,0,0,0,0,0
576,오리지날 윙 8조각,540,54,0,0,0,0,0,0,0,0
577,스파이시윙 4조각,373,28,0,0,0,0,0,0,0,0
578,스파이시윙 8조각,643,55,0,0,0,0,0,0,0,0
579,치킨텐더 4조각,283,20,0,0,0,0,0,0,0,0
580,치킨텐더 8조각,567,39,0,0,0,0,0,0,0,0
581,리치치즈파스타,690,24,0,0,0,0,0,0,0,0
582,그뤼에르 퐁듀소스,106,3,0,0,0,0,0,0,0,0
583,치즈크러스트 디핑소스,60,0,0,0,0,0,0,0,0,0
584,핫소스,1,0,0,0,0,0,0,0,0,0
585,바른생피클 L,50,0,0,0,0,0,0,0,0,0
586,바른생피클 M,55,0,0,0,0,0,0,0,0,0
587,갓치킨L(바삭한 크런치),410,17,0,0,0,0,0,0,0,0
588,갓치킨L(쫄깃한 클래식),381,20,0,0,0,0,0,0,0,0
589,순삭포테이토L(바삭한 크런치),496,15,0,0,0,0,0,0,0,0
590,순삭포테이토L(쫄깃한 클래식),353,17,0,0,0,0,0,0,0,0
591,케미콤보(쫄깃한 클래식),371,17,0,0,0,0,0,0,0,0
592,케미콤보(바삭한 크런치),306,16,0,0,0,0,0,0,0,0
593,폭폭치즈L(쫄깃한 클래식),413,21,0,0,0,0,0,0,0,0
594,폭폭치즈L(바삭한 크런치),372,18,0,0,0,0,0,0,0,0
595,얌얌페페로니L(쫄깃한 클래식),343,16,0,0,0,0,0,0,0,0
596,얌얌페페로니L(바삭한 크런치),343,15,0,0,0,0,0,0,0,0
597,씨푸드아일랜드 노엣지 R,265,14,0,0,0,0,0,0,0,0
598,씨푸드아일랜드 해쉬브라운R,311,15,0,0,0,0,0,0,0,0
599,씨푸드아일랜드 골드R,300,15,0,0,0,0,0,0,0,0
600,씨푸드아일랜드 크림치즈R,309,14,0,0,0,0,0,0,0,0
601,씨푸드아일랜드 에그타르트R,306,14,0,0,0,0,0,0,0,0
602,씨푸드아일랜드 치즈캡 R,297,16,0,0,0,0,0,0,0,0
603,씨푸드아일랜드 노엣지 L,341,16,0,0,0,0,0,0,0,0
604,씨푸드아일랜드 해쉬브라운 L,396,17,0,0,0,0,0,0,0,0
605,씨푸드아일랜드 골드L,383,18,0,0,0,0,0,0,0,0
606,씨푸드아일랜드 크림치즈 L,394,17,0,0,0,0,0,0,0,0
607,씨푸드아일랜드 에그타르트 L,390,17,0,0,0,0,0,0,0,0
608,씨푸드아일랜드 치즈캡 L,374,19,0,0,0,0,0,0,0,0
609,제주흑도새기 노엣지 R,454,34,0,0,0,0,0,0,0,0
610,제주흑도새기 해쉬브라운R,273,18,0,0,0,0,0,0,0,0
611,제주흑도새기 골드R,262,19,0,0,0,0,0,0,0,0
612,제주흑도새기 크림치즈R,271,18,0,0,0,0,0,0,0,0
613,제주흑도새기 에그타르트R,268,18,0,0,0,0,0,0,0,0
614,제주흑도새기 치즈캡 R,259,20,0,0,0,0,0,0,0,0
615,제주흑도새기 노엣지 L,296,18,0,0,0,0,0,0,0,0
616,제주흑도새기 해쉬브라운 L,352,19,0,0,0,0,0,0,0,0
617,제주흑도새기 골드L,339,20,0,0,0,0,0,0,0,0
618,제주흑도새기 크림치즈 L,350,19,0,0,0,0,0,0,0,0
619,제주흑도새기 에그타르트 L,346,18,0,0,0,0,0,0,0,0
620,제주흑도새기 치즈캡 L,329,21,0,0,0,0,0,0,0,0
621,치즈블라썸 스테이크 노엣지 R,510,31,0,0,0,0,0,0,0,0
622,치즈블라썸 스테이크 해쉬브라운R,301,17,0,0,0,0,0,0,0,0
623,치즈블라썸 스테이크 골드R,289,17,0,0,0,0,0,0,0,0
624,치즈블라썸 스테이크 크림치즈R,299,17,0,0,0,0,0,0,0,0
625,치즈블라썸 스테이크 에그타르트R,296,16,0,0,0,0,0,0,0,0
626,치즈블라썸 스테이크 치즈캡 R,262,16,0,0,0,0,0,0,0,0
627,치즈블라썸 스테이크 노엣지 L,321,18,0,0,0,0,0,0,0,0
628,치즈블라썸 스테이크 해쉬브라운 L,377,19,0,0,0,0,0,0,0,0
629,치즈블라썸 스테이크 골드L,364,20,0,0,0,0,0,0,0,0
630,치즈블라썸 스테이크 크림치즈 L,375,19,0,0,0,0,0,0,0,0
631,치즈블라썸 스테이크 에그타르트 L,371,18,0,0,0,0,0,0,0,0
632,치즈블라썸 스테이크 치즈캡 L,354,21,0,0,0,0,0,0,0,0
633,새우천왕 노엣지(오리진)R,435,22,0,0,0,0,0,0,0,0
634,새우천왕 치즈캡R,499,27,0,0,0,0,0,0,0,0
635,새우천왕 해쉬브라운R,233,12,0,0,0,0,0,0,0,0
636,새우천왕 에그타르트R,231,11,0,0,0,0,0,0,0,0
637,새우천왕 골드R,231,12,0,0,0,0,0,0,0,0
638,새우천왕 크림치즈R,234,12,0,0,0,0,0,0,0,0
639,새우천왕 노엣지(오리진)L,278,14,0,0,0,0,0,0,0,0
640,새우천왕 치즈캡L,311,16,0,0,0,0,0,0,0,0
641,새우천왕 해쉬브라운L,334,15,0,0,0,0,0,0,0,0
642,새우천왕 에그타르트L,327,14,0,0,0,0,0,0,0,0
643,새우천왕 골드L,320,15,0,0,0,0,0,0,0,0
644,새우천왕 크림치즈L,332,15,0,0,0,0,0,0,0,0
645,치우천왕 오리진R,450,22,0,0,0,0,0,0,0,0
646,치우천왕 치즈캡R,454,29,0,0,0,0,0,0,0,0
647,치우천왕 해쉬브라운R,481,25,0,0,0,0,0,0,0,0
648,치우천왕 에그타르트R,472,24,0,0,0,0,0,0,0,0
649,치우천왕 골드R,459,26,0,0,0,0,0,0,0,0
650,치우천왕 크림치즈R,477,25,0,0,0,0,0,0,0,0
651,치우천왕 노엣지L,265,14,0,0,0,0,0,0,0,0
652,치우천왕 치즈캡L,298,17,0,0,0,0,0,0,0,0
653,치우천왕 해쉬브라운L,321,15,0,0,0,0,0,0,0,0
654,치우천왕 에그타르트L,314,15,0,0,0,0,0,0,0,0
655,치우천왕 골드L,307,16,0,0,0,0,0,0,0,0
656,치우천왕 크림치즈L,319,15,0,0,0,0,0,0,0,0
657,트레비앙 해쉬브라운R,523,21,0,0,0,0,0,0,0,0
658,트레비앙 에그타르트R,514,20,0,0,0,0,0,0,0,0
659,트레비앙 오리진R,431,19,0,0,0,0,0,0,0,0
